AF|01|1125426|Shighnan District
AF|08|1140918|Gēlān
AF|01|7052641|Arghanj Khwāh
AF|01|7052663|Argō
AF|01|7052664|Bahārak
AF|01|7052665|Darāyim
AF|01|7052666|Darwāz-e Bālā
AF|01|7052667|Darwāz-e Pā’īn
AF|01|7052668|Faīẕābād
AF|01|7052669|Ishkāshim
AF|01|7052670|Jurm
AF|01|7052672|Khāsh
AF|01|7052674|Khwāhān
AF|01|7052676|Kirān wa Munjān
AF|01|7052679|Kishim
AF|01|7052680|Kōhistān
AF|01|7052682|Kūf Āb
AF|01|7052684|Rāghistān
AF|01|7052686|Shahr-e Buzurg
AF|01|7052689|Shikī
AF|01|7052690|Shuhadā
AF|01|7052691|Tagāb
AF|01|7052692|Tashkān
AF|01|7052694|Wākhān
AF|01|7052696|Wardūj
AF|01|7052701|Yaftal-e Suflá
AF|01|7052735|Yamgān
AF|01|7052736|Yāwān
AF|01|7052737|Zaybāk
AF|02|7052785|Āb-e Kamarī
AF|02|7052787|Ghōrmāch
AF|02|7052790|Jowand
AF|02|7052792|Muqur
AF|02|7052794|Murghāb
AF|02|7052795|Qādis
AF|02|7052796|Qal‘ah-ye Now
AF|03|7052857|Andarāb
AF|03|7052897|Baghlān-e Jadīd
AF|03|7052899|Būrkah
AF|03|7052900|Dahanah-ye Ghōrī
AF|03|7052901|Deh-e Şalāḩ
AF|03|7052902|Dōshī
AF|03|7052903|Firing wa Ghārū
AF|03|7052904|Guz̄argāh-e Nūr
AF|03|7052905|Khinjān
AF|03|7052906|Khōst wa Firing
AF|03|7052907|Khwājah Hijrān
AF|03|7052908|Nahrīn
AF|03|7052909|Pul-e Ḩişār
AF|03|7052910|Tālah wa Barfak
AF|05|7052911|Kahmard
AF|05|7052912|Panjāb
AF|05|7052913|Sayghān
AF|05|7052914|Shaybar
AF|05|7052915|Waras̄
AF|05|7052916|Yakāwlang
AF|06|7052917|Anār Darah
AF|06|7052918|Bakwāh
AF|06|7052919|Bālā Bulūk
AF|06|7052920|Gulistān
AF|06|7052921|Khāk-e Safēd
AF|06|7052922|Lāsh-e Juwayn
AF|06|7052923|Pur Chaman
AF|06|7052924|Pusht-e Rōd
AF|06|7052925|Qal‘ah-ye Kāh
AF|06|7052926|Shayb Kōh
AF|07|7052927|Khān-e Chahār Bāgh
AF|07|7052928|Almār
AF|07|7052929|Andkhōy
AF|07|7052930|Bal Chirāgh
AF|07|7052931|Dowlatābād
AF|07|7052932|Gurzīwān
AF|07|7052933|Khwājah Sabz Pōsh
AF|07|7052934|Kōhistān
AF|07|7052935|Maīmanah
AF|07|7052936|Pas̲h̲tūn Kōṯ
AF|07|7052946|Qaīşār
AF|07|7052947|Qaram Qōl
AF|07|7052948|Qurghān
AF|07|7052949|Shīrīn Tagāb
AF|08|7052950|Āb Band
AF|08|7052952|Ajristān
AF|08|7052953|Andaṟ
AF|08|7052954|Bahrām-e Shahīd
AF|08|7052955|Deh Yak
AF|08|7052956|Ghaznī
AF|08|7052957|Gīrō
AF|08|7052958|Jāghūrī
AF|08|7052961|Khwājah ‘Omarī
AF|08|7052962|Mālistān
AF|08|7052984|Muqêr
AF|08|7052985|Nāwah
AF|08|7052986|Nāwur
AF|08|7052988|Qarah Bāgh
AF|08|7052990|Rashīdān
AF|08|7052992|Wāghaz̧
AF|08|7052994|Walī Muḩammad Shahīd Khūgyāṉī
AF|08|7052996|Zanakhān
AF|09|7052997|Chaghcharān
AF|09|7052998|Chahār Şadah
AF|09|7052999|Dū Laīnah
AF|09|7053000|Dowlatyār
